"CUSTOMER_RK";"report_dttm";"AVG_SAL_AMT_ALL_1Y";"AVG_SAL_AMT_ADD_1Y";"AVG_SAL_AMT_MAIN_1Y";"AVG_SAL_AMT_ALL_6M";"AVG_SAL_AMT_ADD_6M";"AVG_SAL_AMT_MAIN_6M";"AVG_SAL_AMT_ALL_3M";"AVG_SAL_AMT_ADD_3M";"AVG_SAL_AMT_MAIN_3M";"AVG_SAL_AMT_ALL_2M";"AVG_SAL_AMT_ADD_2M";"AVG_SAL_AMT_MAIN_2M";"AVG_SAL_AMT_ALL_1M";"AVG_SAL_AMT_ADD_1M";"AVG_SAL_AMT_MAIN_1M";"SUM_SAL_AMT_ALL_1Y";"SUM_SAL_AMT_ADD_1Y";"SUM_SAL_AMT_MAIN_1Y";"SUM_SAL_AMT_ALL_6M";"SUM_SAL_AMT_ADD_6M";"SUM_SAL_AMT_MAIN_6M";"SUM_SAL_AMT_ALL_3M";"SUM_SAL_AMT_ADD_3M";"SUM_SAL_AMT_MAIN_3M";"SUM_SAL_AMT_ALL_2M";"SUM_SAL_AMT_ADD_2M";"SUM_SAL_AMT_MAIN_2M";"SUM_SAL_AMT_ALL_1M";"SUM_SAL_AMT_ADD_1M";"SUM_SAL_AMT_MAIN_1M";"MAX_SAL_AMT_ALL_1Y";"MAX_SAL_AMT_ADD_1Y";"MAX_SAL_AMT_MAIN_1Y";"MAX_SAL_AMT_ALL_6M";"MAX_SAL_AMT_ADD_6M";"MAX_SAL_AMT_MAIN_6M";"MAX_SAL_AMT_ALL_3M";"MAX_SAL_AMT_ADD_3M";"MAX_SAL_AMT_MAIN_3M";"MAX_SAL_AMT_ALL_2M";"MAX_SAL_AMT_ADD_2M";"MAX_SAL_AMT_MAIN_2M";"MAX_SAL_AMT_ALL_1M";"MAX_SAL_AMT_ADD_1M";"MAX_SAL_AMT_MAIN_1M"
1308;2022-03-23 18:49:42.098 +0300;159602.333333333333;141672.000000000000;195463.000000000000;141672.000000000000;141672.000000000000;;127739.000000000000;127739.000000000000;;127739.000000000000;127739.000000000000;;;;;478807.00000;283344.00000;195463.00000;283344.00000;283344.00000;;127739.00000;127739.00000;;127739.00000;127739.00000;;;;;195463.00000;155605.00000;195463.00000;155605.00000;155605.00000;;127739.00000;127739.00000;;127739.00000;127739.00000;;;;
1309;2022-03-23 18:49:42.098 +0300;70424.500000000000;36914.000000000000;103935.000000000000;36914.000000000000;36914.000000000000;;36914.000000000000;36914.000000000000;;36914.000000000000;36914.000000000000;;36914.000000000000;36914.000000000000;;140849.00000;36914.00000;103935.00000;36914.00000;36914.00000;;36914.00000;36914.00000;;36914.00000;36914.00000;;36914.00000;36914.00000;;103935.00000;36914.00000;103935.00000;36914.00000;36914.00000;;36914.00000;36914.00000;;36914.00000;36914.00000;;36914.00000;36914.00000;
1310;2022-03-23 18:49:42.098 +0300;95274.000000000000;71183.000000000000;107319.500000000000;107319.500000000000;;107319.500000000000;107319.500000000000;;107319.500000000000;107319.500000000000;;107319.500000000000;62650.000000000000;;62650.000000000000;285822.00000;71183.00000;214639.00000;214639.00000;;214639.00000;214639.00000;;214639.00000;214639.00000;;214639.00000;62650.00000;;62650.00000;151989.00000;71183.00000;151989.00000;151989.00000;;151989.00000;151989.00000;;151989.00000;151989.00000;;151989.00000;62650.00000;;62650.00000
1311;2022-03-23 18:49:42.098 +0300;105633.666666666667;113825.000000000000;101538.000000000000;105633.666666666667;113825.000000000000;101538.000000000000;139308.500000000000;113825.000000000000;164792.000000000000;139308.500000000000;113825.000000000000;164792.000000000000;164792.000000000000;;164792.000000000000;316901.00000;113825.00000;203076.00000;316901.00000;113825.00000;203076.00000;278617.00000;113825.00000;164792.00000;278617.00000;113825.00000;164792.00000;164792.00000;;164792.00000;164792.00000;113825.00000;164792.00000;164792.00000;113825.00000;164792.00000;164792.00000;113825.00000;164792.00000;164792.00000;113825.00000;164792.00000;164792.00000;;164792.00000
1312;2022-03-23 18:49:42.098 +0300;238537.285714285714;290234.500000000000;217858.400000000000;237298.600000000000;282667.000000000000;225956.500000000000;232753.000000000000;282667.000000000000;216115.000000000000;232753.000000000000;282667.000000000000;216115.000000000000;232753.000000000000;282667.000000000000;216115.000000000000;1669761.00000;580469.00000;1089292.00000;1186493.00000;282667.00000;903826.00000;931012.00000;282667.00000;648345.00000;931012.00000;282667.00000;648345.00000;931012.00000;282667.00000;648345.00000;297802.00000;297802.00000;294332.00000;294332.00000;282667.00000;294332.00000;294332.00000;282667.00000;294332.00000;294332.00000;282667.00000;294332.00000;294332.00000;282667.00000;294332.00000
1313;2022-03-23 18:49:42.098 +0300;102985.750000000000;133793.000000000000;72178.500000000000;84292.000000000000;108519.000000000000;72178.500000000000;72514.000000000000;108519.000000000000;36509.000000000000;72514.000000000000;108519.000000000000;36509.000000000000;108519.000000000000;108519.000000000000;;411943.00000;267586.00000;144357.00000;252876.00000;108519.00000;144357.00000;145028.00000;108519.00000;36509.00000;145028.00000;108519.00000;36509.00000;108519.00000;108519.00000;;159067.00000;159067.00000;107848.00000;108519.00000;108519.00000;107848.00000;108519.00000;108519.00000;36509.00000;108519.00000;108519.00000;36509.00000;108519.00000;108519.00000;
1314;2022-03-23 18:49:42.098 +0300;165375.500000000000;162164.333333333333;168586.666666666667;183778.400000000000;162164.333333333333;216199.500000000000;183778.400000000000;162164.333333333333;216199.500000000000;183778.400000000000;162164.333333333333;216199.500000000000;202191.000000000000;216292.000000000000;173989.000000000000;992253.00000;486493.00000;505760.00000;918892.00000;486493.00000;432399.00000;918892.00000;486493.00000;432399.00000;918892.00000;486493.00000;432399.00000;606573.00000;432584.00000;173989.00000;258410.00000;221831.00000;258410.00000;258410.00000;221831.00000;258410.00000;258410.00000;221831.00000;258410.00000;258410.00000;221831.00000;258410.00000;221831.00000;221831.00000;173989.00000
1315;2022-03-23 18:49:42.098 +0300;90244.250000000000;48253.000000000000;104241.333333333333;90244.250000000000;48253.000000000000;104241.333333333333;79257.666666666667;48253.000000000000;94760.000000000000;79257.666666666667;48253.000000000000;94760.000000000000;98173.000000000000;48253.000000000000;148093.000000000000;360977.00000;48253.00000;312724.00000;360977.00000;48253.00000;312724.00000;237773.00000;48253.00000;189520.00000;237773.00000;48253.00000;189520.00000;196346.00000;48253.00000;148093.00000;148093.00000;48253.00000;148093.00000;148093.00000;48253.00000;148093.00000;148093.00000;48253.00000;148093.00000;148093.00000;48253.00000;148093.00000;148093.00000;48253.00000;148093.00000
1316;2022-03-23 18:49:42.098 +0300;161051.500000000000;;161051.500000000000;251534.000000000000;;251534.000000000000;251534.000000000000;;251534.000000000000;251534.000000000000;;251534.000000000000;;;;322103.00000;;322103.00000;251534.00000;;251534.00000;251534.00000;;251534.00000;251534.00000;;251534.00000;;;;251534.00000;;251534.00000;251534.00000;;251534.00000;251534.00000;;251534.00000;251534.00000;;251534.00000;;;
1317;2022-03-23 18:49:42.098 +0300;209059.000000000000;209059.000000000000;;209059.000000000000;209059.000000000000;;209059.000000000000;209059.000000000000;;209059.000000000000;209059.000000000000;;209059.000000000000;209059.000000000000;;627177.00000;627177.00000;;627177.00000;627177.00000;;627177.00000;627177.00000;;627177.00000;627177.00000;;627177.00000;627177.00000;;276032.00000;276032.00000;;276032.00000;276032.00000;;276032.00000;276032.00000;;276032.00000;276032.00000;;276032.00000;276032.00000;
1318;2022-03-23 18:49:42.098 +0300;220135.666666666667;255378.000000000000;184893.333333333333;205492.600000000000;255378.000000000000;130664.500000000000;190902.000000000000;251139.500000000000;130664.500000000000;190902.000000000000;251139.500000000000;130664.500000000000;238410.500000000000;272859.000000000000;203962.000000000000;1320814.00000;766134.00000;554680.00000;1027463.00000;766134.00000;261329.00000;763608.00000;502279.00000;261329.00000;763608.00000;502279.00000;261329.00000;476821.00000;272859.00000;203962.00000;293351.00000;272859.00000;293351.00000;272859.00000;272859.00000;203962.00000;272859.00000;272859.00000;203962.00000;272859.00000;272859.00000;203962.00000;272859.00000;272859.00000;203962.00000
1319;2022-03-23 18:49:42.098 +0300;86257.666666666667;58077.000000000000;100348.000000000000;61491.500000000000;58077.000000000000;64906.000000000000;64906.000000000000;;64906.000000000000;64906.000000000000;;64906.000000000000;64906.000000000000;;64906.000000000000;258773.00000;58077.00000;200696.00000;122983.00000;58077.00000;64906.00000;64906.00000;;64906.00000;64906.00000;;64906.00000;64906.00000;;64906.00000;135790.00000;58077.00000;135790.00000;64906.00000;58077.00000;64906.00000;64906.00000;;64906.00000;64906.00000;;64906.00000;64906.00000;;64906.00000
1320;2022-03-23 18:49:42.098 +0300;175616.000000000000;154488.000000000000;196744.000000000000;175616.000000000000;154488.000000000000;196744.000000000000;186475.800000000000;171073.500000000000;196744.000000000000;186475.800000000000;171073.500000000000;196744.000000000000;186475.800000000000;171073.500000000000;196744.000000000000;1053696.00000;463464.00000;590232.00000;1053696.00000;463464.00000;590232.00000;932379.00000;342147.00000;590232.00000;932379.00000;342147.00000;590232.00000;932379.00000;342147.00000;590232.00000;278615.00000;229225.00000;278615.00000;278615.00000;229225.00000;278615.00000;278615.00000;229225.00000;278615.00000;278615.00000;229225.00000;278615.00000;278615.00000;229225.00000;278615.00000
1321;2022-03-23 18:49:42.098 +0300;174565.750000000000;99614.000000000000;249517.500000000000;174565.750000000000;99614.000000000000;249517.500000000000;136790.333333333333;99614.000000000000;211143.000000000000;136790.333333333333;99614.000000000000;211143.000000000000;136790.333333333333;99614.000000000000;211143.000000000000;698263.00000;199228.00000;499035.00000;698263.00000;199228.00000;499035.00000;410371.00000;199228.00000;211143.00000;410371.00000;199228.00000;211143.00000;410371.00000;199228.00000;211143.00000;287892.00000;144270.00000;287892.00000;287892.00000;144270.00000;287892.00000;211143.00000;144270.00000;211143.00000;211143.00000;144270.00000;211143.00000;211143.00000;144270.00000;211143.00000
1322;2022-03-23 18:49:42.098 +0300;173191.000000000000;;173191.000000000000;291963.000000000000;;291963.000000000000;291963.000000000000;;291963.000000000000;291963.000000000000;;291963.000000000000;291963.000000000000;;291963.000000000000;346382.00000;;346382.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000;291963.00000;;291963.00000
1323;2022-03-23 18:49:42.098 +0300;116911.500000000000;116911.500000000000;;165934.000000000000;165934.000000000000;;165934.000000000000;165934.000000000000;;165934.000000000000;165934.000000000000;;165934.000000000000;165934.000000000000;;233823.00000;233823.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;;165934.00000;165934.00000;
1324;2022-03-23 18:49:42.098 +0300;185273.750000000000;217585.000000000000;152962.500000000000;185273.750000000000;217585.000000000000;152962.500000000000;185273.750000000000;217585.000000000000;152962.500000000000;185273.750000000000;217585.000000000000;152962.500000000000;200533.500000000000;242111.000000000000;158956.000000000000;741095.00000;435170.00000;305925.00000;741095.00000;435170.00000;305925.00000;741095.00000;435170.00000;305925.00000;741095.00000;435170.00000;305925.00000;401067.00000;242111.00000;158956.00000;242111.00000;242111.00000;158956.00000;242111.00000;242111.00000;158956.00000;242111.00000;242111.00000;158956.00000;242111.00000;242111.00000;158956.00000;242111.00000;242111.00000;158956.00000
1325;2022-03-23 18:49:42.098 +0300;222539.333333333333;296303.000000000000;185657.500000000000;283633.000000000000;296303.000000000000;270963.000000000000;283633.000000000000;296303.000000000000;270963.000000000000;283633.000000000000;296303.000000000000;270963.000000000000;283633.000000000000;296303.000000000000;270963.000000000000;667618.00000;296303.00000;371315.00000;567266.00000;296303.00000;270963.00000;567266.00000;296303.00000;270963.00000;567266.00000;296303.00000;270963.00000;567266.00000;296303.00000;270963.00000;296303.00000;296303.00000;270963.00000;296303.00000;296303.00000;270963.00000;296303.00000;296303.00000;270963.00000;296303.00000;296303.00000;270963.00000;296303.00000;296303.00000;270963.00000
1326;2022-03-23 18:49:42.098 +0300;189803.500000000000;186415.000000000000;193192.000000000000;181019.666666666667;186415.000000000000;170229.000000000000;181019.666666666667;186415.000000000000;170229.000000000000;181019.666666666667;186415.000000000000;170229.000000000000;117751.000000000000;117751.000000000000;;759214.00000;372830.00000;386384.00000;543059.00000;372830.00000;170229.00000;543059.00000;372830.00000;170229.00000;543059.00000;372830.00000;170229.00000;117751.00000;117751.00000;;255079.00000;255079.00000;216155.00000;255079.00000;255079.00000;170229.00000;255079.00000;255079.00000;170229.00000;255079.00000;255079.00000;170229.00000;117751.00000;117751.00000;
1327;2022-03-23 18:49:42.098 +0300;78452.000000000000;;78452.000000000000;88460.000000000000;;88460.000000000000;88460.000000000000;;88460.000000000000;88460.000000000000;;88460.000000000000;88460.000000000000;;88460.000000000000;156904.00000;;156904.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000;88460.00000;;88460.00000
1328;2022-03-23 18:49:42.098 +0300;202894.833333333333;181006.500000000000;213839.000000000000;202894.833333333333;181006.500000000000;213839.000000000000;214736.600000000000;181006.500000000000;237223.333333333333;214736.600000000000;181006.500000000000;237223.333333333333;214736.600000000000;181006.500000000000;237223.333333333333;1217369.00000;362013.00000;855356.00000;1217369.00000;362013.00000;855356.00000;1073683.00000;362013.00000;711670.00000;1073683.00000;362013.00000;711670.00000;1073683.00000;362013.00000;711670.00000;269571.00000;259070.00000;269571.00000;269571.00000;259070.00000;269571.00000;269571.00000;259070.00000;269571.00000;269571.00000;259070.00000;269571.00000;269571.00000;259070.00000;269571.00000
1329;2022-03-23 18:49:42.098 +0300;162655.666666666667;96567.500000000000;294832.000000000000;187946.500000000000;81061.000000000000;294832.000000000000;187946.500000000000;81061.000000000000;294832.000000000000;187946.500000000000;81061.000000000000;294832.000000000000;81061.000000000000;81061.000000000000;;487967.00000;193135.00000;294832.00000;375893.00000;81061.00000;294832.00000;375893.00000;81061.00000;294832.00000;375893.00000;81061.00000;294832.00000;81061.00000;81061.00000;;294832.00000;112074.00000;294832.00000;294832.00000;81061.00000;294832.00000;294832.00000;81061.00000;294832.00000;294832.00000;81061.00000;294832.00000;81061.00000;81061.00000;
1330;2022-03-23 18:49:42.098 +0300;144306.500000000000;145775.750000000000;142837.250000000000;168812.833333333333;161359.666666666667;176266.000000000000;170262.200000000000;161256.500000000000;176266.000000000000;170262.200000000000;161256.500000000000;176266.000000000000;144914.500000000000;161256.500000000000;128572.500000000000;1154452.00000;583103.00000;571349.00000;1012877.00000;484079.00000;528798.00000;851311.00000;322513.00000;528798.00000;851311.00000;322513.00000;528798.00000;579658.00000;322513.00000;257145.00000;271653.00000;224701.00000;271653.00000;271653.00000;224701.00000;271653.00000;271653.00000;224701.00000;271653.00000;271653.00000;224701.00000;271653.00000;226382.00000;224701.00000;226382.00000
1331;2022-03-23 18:49:42.098 +0300;210368.333333333333;128924.000000000000;251090.500000000000;210368.333333333333;128924.000000000000;251090.500000000000;210368.333333333333;128924.000000000000;251090.500000000000;210368.333333333333;128924.000000000000;251090.500000000000;210368.333333333333;128924.000000000000;251090.500000000000;631105.00000;128924.00000;502181.00000;631105.00000;128924.00000;502181.00000;631105.00000;128924.00000;502181.00000;631105.00000;128924.00000;502181.00000;631105.00000;128924.00000;502181.00000;290840.00000;128924.00000;290840.00000;290840.00000;128924.00000;290840.00000;290840.00000;128924.00000;290840.00000;290840.00000;128924.00000;290840.00000;290840.00000;128924.00000;290840.00000
1332;2022-03-23 18:49:42.098 +0300;137771.333333333333;89978.000000000000;161668.000000000000;161668.000000000000;;161668.000000000000;285760.000000000000;;285760.000000000000;285760.000000000000;;285760.000000000000;285760.000000000000;;285760.000000000000;413314.00000;89978.00000;323336.00000;323336.00000;;323336.00000;285760.00000;;285760.00000;285760.00000;;285760.00000;285760.00000;;285760.00000;285760.00000;89978.00000;285760.00000;285760.00000;;285760.00000;285760.00000;;285760.00000;285760.00000;;285760.00000;285760.00000;;285760.00000
1333;2022-03-23 18:49:42.098 +0300;130956.200000000000;146061.666666666667;108298.000000000000;130956.200000000000;146061.666666666667;108298.000000000000;137100.500000000000;165903.000000000000;108298.000000000000;137100.500000000000;165903.000000000000;108298.000000000000;120675.333333333333;145430.000000000000;108298.000000000000;654781.00000;438185.00000;216596.00000;654781.00000;438185.00000;216596.00000;548402.00000;331806.00000;216596.00000;548402.00000;331806.00000;216596.00000;362026.00000;145430.00000;216596.00000;186376.00000;186376.00000;153491.00000;186376.00000;186376.00000;153491.00000;186376.00000;186376.00000;153491.00000;186376.00000;186376.00000;153491.00000;153491.00000;145430.00000;153491.00000
1334;2022-03-23 18:49:42.098 +0300;153108.250000000000;167422.500000000000;138794.000000000000;169934.666666666667;232216.000000000000;138794.000000000000;169934.666666666667;232216.000000000000;138794.000000000000;169934.666666666667;232216.000000000000;138794.000000000000;169934.666666666667;232216.000000000000;138794.000000000000;612433.00000;334845.00000;277588.00000;509804.00000;232216.00000;277588.00000;509804.00000;232216.00000;277588.00000;509804.00000;232216.00000;277588.00000;509804.00000;232216.00000;277588.00000;232216.00000;232216.00000;171248.00000;232216.00000;232216.00000;171248.00000;232216.00000;232216.00000;171248.00000;232216.00000;232216.00000;171248.00000;232216.00000;232216.00000;171248.00000
1335;2022-03-23 18:49:42.098 +0300;186979.400000000000;159377.500000000000;297387.000000000000;196879.250000000000;163376.666666666667;297387.000000000000;191307.333333333333;138267.500000000000;297387.000000000000;191307.333333333333;138267.500000000000;297387.000000000000;191307.333333333333;138267.500000000000;297387.000000000000;934897.00000;637510.00000;297387.00000;787517.00000;490130.00000;297387.00000;573922.00000;276535.00000;297387.00000;573922.00000;276535.00000;297387.00000;573922.00000;276535.00000;297387.00000;297387.00000;213595.00000;297387.00000;297387.00000;213595.00000;297387.00000;297387.00000;145506.00000;297387.00000;297387.00000;145506.00000;297387.00000;297387.00000;145506.00000;297387.00000
1336;2022-03-23 18:49:42.098 +0300;157457.666666666667;152354.000000000000;167665.000000000000;246684.000000000000;246684.000000000000;;;;;;;;;;;472373.00000;304708.00000;167665.00000;246684.00000;246684.00000;;;;;;;;;;;246684.00000;246684.00000;167665.00000;246684.00000;246684.00000;;;;;;;;;;
1337;2022-03-23 18:49:42.098 +0300;103779.666666666667;165329.000000000000;73005.000000000000;125058.500000000000;165329.000000000000;84788.000000000000;165329.000000000000;165329.000000000000;;165329.000000000000;165329.000000000000;;165329.000000000000;165329.000000000000;;311339.00000;165329.00000;146010.00000;250117.00000;165329.00000;84788.00000;165329.00000;165329.00000;;165329.00000;165329.00000;;165329.00000;165329.00000;;165329.00000;165329.00000;84788.00000;165329.00000;165329.00000;84788.00000;165329.00000;165329.00000;;165329.00000;165329.00000;;165329.00000;165329.00000;
1338;2022-03-23 18:49:42.098 +0300;149560.666666666667;48758.000000000000;199962.000000000000;92124.000000000000;48758.000000000000;135490.000000000000;92124.000000000000;48758.000000000000;135490.000000000000;92124.000000000000;48758.000000000000;135490.000000000000;92124.000000000000;48758.000000000000;135490.000000000000;448682.00000;48758.00000;399924.00000;184248.00000;48758.00000;135490.00000;184248.00000;48758.00000;135490.00000;184248.00000;48758.00000;135490.00000;184248.00000;48758.00000;135490.00000;264434.00000;48758.00000;264434.00000;135490.00000;48758.00000;135490.00000;135490.00000;48758.00000;135490.00000;135490.00000;48758.00000;135490.00000;135490.00000;48758.00000;135490.00000
1339;2022-03-23 18:49:42.098 +0300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340;2022-03-23 18:49:42.098 +0300;65127.500000000000;75693.000000000000;54562.000000000000;75693.000000000000;75693.000000000000;;75693.000000000000;75693.000000000000;;75693.000000000000;75693.000000000000;;75693.000000000000;75693.000000000000;;130255.00000;75693.00000;54562.00000;75693.00000;75693.00000;;75693.00000;75693.00000;;75693.00000;75693.00000;;75693.00000;75693.00000;;75693.00000;75693.00000;54562.00000;75693.00000;75693.00000;;75693.00000;75693.00000;;75693.00000;75693.00000;;75693.00000;75693.00000;
1341;2022-03-23 18:49:42.098 +0300;276963.000000000000;267346.000000000000;286580.000000000000;276963.000000000000;267346.000000000000;286580.000000000000;267346.000000000000;267346.000000000000;;267346.000000000000;267346.000000000000;;267346.000000000000;267346.000000000000;;553926.00000;267346.00000;286580.00000;553926.00000;267346.00000;286580.00000;267346.00000;267346.00000;;267346.00000;267346.00000;;267346.00000;267346.00000;;286580.00000;267346.00000;286580.00000;286580.00000;267346.00000;286580.00000;267346.00000;267346.00000;;267346.00000;267346.00000;;267346.00000;267346.00000;
1342;2022-03-23 18:49:42.098 +0300;191917.000000000000;;191917.000000000000;191917.000000000000;;191917.000000000000;191917.000000000000;;191917.000000000000;191917.000000000000;;191917.000000000000;191917.000000000000;;191917.000000000000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000;191917.00000;;191917.00000
1343;2022-03-23 18:49:42.098 +0300;127234.200000000000;126442.000000000000;128422.500000000000;127234.200000000000;126442.000000000000;128422.500000000000;146723.750000000000;165025.000000000000;128422.500000000000;146723.750000000000;165025.000000000000;128422.500000000000;123121.000000000000;105787.000000000000;140455.000000000000;636171.00000;379326.00000;256845.00000;636171.00000;379326.00000;256845.00000;586895.00000;330050.00000;256845.00000;586895.00000;330050.00000;256845.00000;246242.00000;105787.00000;140455.00000;224263.00000;224263.00000;140455.00000;224263.00000;224263.00000;140455.00000;224263.00000;224263.00000;140455.00000;224263.00000;224263.00000;140455.00000;140455.00000;105787.00000;140455.00000
1344;2022-03-23 18:49:42.098 +0300;152756.750000000000;147788.000000000000;157725.500000000000;142689.500000000000;88770.000000000000;196609.000000000000;196609.000000000000;;196609.000000000000;196609.000000000000;;196609.000000000000;196609.000000000000;;196609.000000000000;611027.00000;295576.00000;315451.00000;285379.00000;88770.00000;196609.00000;196609.00000;;196609.00000;196609.00000;;196609.00000;196609.00000;;196609.00000;206806.00000;206806.00000;196609.00000;196609.00000;88770.00000;196609.00000;196609.00000;;196609.00000;196609.00000;;196609.00000;196609.00000;;196609.00000
1345;2022-03-23 18:49:42.098 +0300;217819.333333333333;239575.000000000000;174308.000000000000;217819.333333333333;239575.000000000000;174308.000000000000;217819.333333333333;239575.000000000000;174308.000000000000;217819.333333333333;239575.000000000000;174308.000000000000;239575.000000000000;239575.000000000000;;653458.00000;479150.00000;174308.00000;653458.00000;479150.00000;174308.00000;653458.00000;479150.00000;174308.00000;653458.00000;479150.00000;174308.00000;479150.00000;479150.00000;;243722.00000;243722.00000;174308.00000;243722.00000;243722.00000;174308.00000;243722.00000;243722.00000;174308.00000;243722.00000;243722.00000;174308.00000;243722.00000;243722.00000;
1346;2022-03-23 18:49:42.098 +0300;125175.428571428571;96829.000000000000;146435.250000000000;135116.666666666667;112479.500000000000;146435.250000000000;85765.500000000000;47414.000000000000;98549.333333333333;85765.500000000000;47414.000000000000;98549.333333333333;84232.000000000000;;84232.000000000000;876228.00000;290487.00000;585741.00000;810700.00000;224959.00000;585741.00000;343062.00000;47414.00000;295648.00000;343062.00000;47414.00000;295648.00000;168464.00000;;168464.00000;290093.00000;177545.00000;290093.00000;290093.00000;177545.00000;290093.00000;130373.00000;47414.00000;130373.00000;130373.00000;47414.00000;130373.00000;130373.00000;;130373.00000
1347;2022-03-23 18:49:42.098 +0300;109204.750000000000;123444.000000000000;94965.500000000000;36248.500000000000;39168.000000000000;33329.000000000000;36248.500000000000;39168.000000000000;33329.000000000000;36248.500000000000;39168.000000000000;33329.000000000000;33329.000000000000;;33329.000000000000;436819.00000;246888.00000;189931.00000;72497.00000;39168.00000;33329.00000;72497.00000;39168.00000;33329.00000;72497.00000;39168.00000;33329.00000;33329.00000;;33329.00000;207720.00000;207720.00000;156602.00000;39168.00000;39168.00000;33329.00000;39168.00000;39168.00000;33329.00000;39168.00000;39168.00000;33329.00000;33329.00000;;33329.00000
1348;2022-03-23 18:49:42.098 +0300;70155.500000000000;88269.000000000000;52042.000000000000;70155.500000000000;88269.000000000000;52042.000000000000;70155.500000000000;88269.000000000000;52042.000000000000;70155.500000000000;88269.000000000000;52042.000000000000;70155.500000000000;88269.000000000000;52042.000000000000;140311.00000;88269.00000;52042.00000;140311.00000;88269.00000;52042.00000;140311.00000;88269.00000;52042.00000;140311.00000;88269.00000;52042.00000;140311.00000;88269.00000;52042.00000;88269.00000;88269.00000;52042.00000;88269.00000;88269.00000;52042.00000;88269.00000;88269.00000;52042.00000;88269.00000;88269.00000;52042.00000;88269.00000;88269.00000;52042.00000
1372;2022-03-23 18:49:42.098 +0300;135187.666666666667;79408.000000000000;163077.500000000000;135187.666666666667;79408.000000000000;163077.500000000000;135187.666666666667;79408.000000000000;163077.500000000000;135187.666666666667;79408.000000000000;163077.500000000000;128013.000000000000;;128013.000000000000;405563.00000;79408.00000;326155.00000;405563.00000;79408.00000;326155.00000;405563.00000;79408.00000;326155.00000;405563.00000;79408.00000;326155.00000;128013.00000;;128013.00000;198142.00000;79408.00000;198142.00000;198142.00000;79408.00000;198142.00000;198142.00000;79408.00000;198142.00000;198142.00000;79408.00000;198142.00000;128013.00000;;128013.00000
1349;2022-03-23 18:49:42.098 +0300;147565.333333333333;154879.750000000000;132936.500000000000;152393.750000000000;173969.000000000000;87668.000000000000;201044.500000000000;201044.500000000000;;201044.500000000000;201044.500000000000;;247373.000000000000;247373.000000000000;;885392.00000;619519.00000;265873.00000;609575.00000;521907.00000;87668.00000;402089.00000;402089.00000;;402089.00000;402089.00000;;247373.00000;247373.00000;;247373.00000;247373.00000;178205.00000;247373.00000;247373.00000;87668.00000;247373.00000;247373.00000;;247373.00000;247373.00000;;247373.00000;247373.00000;
1350;2022-03-23 18:49:42.098 +0300;174536.000000000000;170870.000000000000;185534.000000000000;170870.000000000000;170870.000000000000;;170870.000000000000;170870.000000000000;;170870.000000000000;170870.000000000000;;213673.500000000000;213673.500000000000;;698144.00000;512610.00000;185534.00000;512610.00000;512610.00000;;512610.00000;512610.00000;;512610.00000;512610.00000;;427347.00000;427347.00000;;261484.00000;261484.00000;185534.00000;261484.00000;261484.00000;;261484.00000;261484.00000;;261484.00000;261484.00000;;261484.00000;261484.00000;
1351;2022-03-23 18:49:42.098 +0300;117649.250000000000;94644.000000000000;125317.666666666667;67957.666666666667;94644.000000000000;54614.500000000000;54614.500000000000;;54614.500000000000;54614.500000000000;;54614.500000000000;46680.000000000000;;46680.000000000000;470597.00000;94644.00000;375953.00000;203873.00000;94644.00000;109229.00000;109229.00000;;109229.00000;109229.00000;;109229.00000;46680.00000;;46680.00000;266724.00000;94644.00000;266724.00000;94644.00000;94644.00000;62549.00000;62549.00000;;62549.00000;62549.00000;;62549.00000;46680.00000;;46680.00000
1352;2022-03-23 18:49:42.098 +0300;100875.750000000000;110543.000000000000;97653.333333333333;79119.666666666667;110543.000000000000;63408.000000000000;79119.666666666667;110543.000000000000;63408.000000000000;79119.666666666667;110543.000000000000;63408.000000000000;92785.500000000000;110543.000000000000;75028.000000000000;403503.00000;110543.00000;292960.00000;237359.00000;110543.00000;126816.00000;237359.00000;110543.00000;126816.00000;237359.00000;110543.00000;126816.00000;185571.00000;110543.00000;75028.00000;166144.00000;110543.00000;166144.00000;110543.00000;110543.00000;75028.00000;110543.00000;110543.00000;75028.00000;110543.00000;110543.00000;75028.00000;110543.00000;110543.00000;75028.00000
