"CUSTOMER_RK";"report_dttm";"MIN_TRN_AMT_USD_NRTL_4W";"MIN_TRN_AMT_RUB_NRTL_4W";"MIN_TRN_AMT_USD_CASH_4W";"MIN_TRN_AMT_RUB_CASH_4W";"MIN_TRN_AMT_USD_TRVL_4W";"MIN_TRN_AMT_RUB_TRVL_4W";"MIN_TRN_AMT_USD_MED_4W";"MIN_TRN_AMT_RUB_MED_4W";"MIN_TRN_AMT_USD_RTL_4W";"MIN_TRN_AMT_RUB_RTL_4W";"MIN_TRN_AMT_USD_NRTL_3W";"MIN_TRN_AMT_RUB_NRTL_3W";"MIN_TRN_AMT_USD_CASH_3W";"MIN_TRN_AMT_RUB_CASH_3W";"MIN_TRN_AMT_USD_TRVL_3W";"MIN_TRN_AMT_RUB_TRVL_3W";"MIN_TRN_AMT_USD_MED_3W";"MIN_TRN_AMT_RUB_MED_3W";"MIN_TRN_AMT_USD_RTL_3W";"MIN_TRN_AMT_RUB_RTL_3W";"MIN_TRN_AMT_USD_NRTL_2W";"MIN_TRN_AMT_RUB_NRTL_2W";"MIN_TRN_AMT_USD_CASH_2W";"MIN_TRN_AMT_RUB_CASH_2W";"MIN_TRN_AMT_USD_TRVL_2W";"MIN_TRN_AMT_RUB_TRVL_2W";"MIN_TRN_AMT_USD_MED_2W";"MIN_TRN_AMT_RUB_MED_2W";"MIN_TRN_AMT_USD_RTL_2W";"MIN_TRN_AMT_RUB_RTL_2W";"MIN_TRN_AMT_USD_NRTL_1W";"MIN_TRN_AMT_RUB_NRTL_1W";"MIN_TRN_AMT_USD_CASH_1W";"MIN_TRN_AMT_RUB_CASH_1W";"MIN_TRN_AMT_USD_TRVL_1W";"MIN_TRN_AMT_RUB_TRVL_1W";"MIN_TRN_AMT_USD_MED_1W";"MIN_TRN_AMT_RUB_MED_1W";"MIN_TRN_AMT_USD_RTL_1W";"MIN_TRN_AMT_RUB_RTL_1W";"MAX_TRN_AMT_USD_NRTL_4W";"MAX_TRN_AMT_RUB_NRTL_4W";"MAX_TRN_AMT_USD_CASH_4W";"MAX_TRN_AMT_RUB_CASH_4W";"MAX_TRN_AMT_USD_TRVL_4W";"MAX_TRN_AMT_RUB_TRVL_4W";"MAX_TRN_AMT_USD_MED_4W";"MAX_TRN_AMT_RUB_MED_4W";"MAX_TRN_AMT_USD_RTL_4W";"MAX_TRN_AMT_RUB_RTL_4W";"MAX_TRN_AMT_USD_NRTL_3W";"MAX_TRN_AMT_RUB_NRTL_3W";"MAX_TRN_AMT_USD_CASH_3W";"MAX_TRN_AMT_RUB_CASH_3W";"MAX_TRN_AMT_USD_TRVL_3W";"MAX_TRN_AMT_RUB_TRVL_3W";"MAX_TRN_AMT_USD_MED_3W";"MAX_TRN_AMT_RUB_MED_3W";"MAX_TRN_AMT_USD_RTL_3W";"MAX_TRN_AMT_RUB_RTL_3W";"MAX_TRN_AMT_USD_NRTL_2W";"MAX_TRN_AMT_RUB_NRTL_2W";"MAX_TRN_AMT_USD_CASH_2W";"MAX_TRN_AMT_RUB_CASH_2W";"MAX_TRN_AMT_USD_TRVL_2W";"MAX_TRN_AMT_RUB_TRVL_2W";"MAX_TRN_AMT_USD_MED_2W";"MAX_TRN_AMT_RUB_MED_2W";"MAX_TRN_AMT_USD_RTL_2W";"MAX_TRN_AMT_RUB_RTL_2W";"MAX_TRN_AMT_USD_NRTL_1W";"MAX_TRN_AMT_RUB_NRTL_1W";"MAX_TRN_AMT_USD_CASH_1W";"MAX_TRN_AMT_RUB_CASH_1W";"MAX_TRN_AMT_USD_TRVL_1W";"MAX_TRN_AMT_RUB_TRVL_1W";"MAX_TRN_AMT_USD_MED_1W";"MAX_TRN_AMT_RUB_MED_1W";"MAX_TRN_AMT_USD_RTL_1W";"MAX_TRN_AMT_RUB_RTL_1W";"SUM_TRN_AMT_USD_NRTL_4W";"SUM_TRN_AMT_RUB_NRTL_4W";"SUM_TRN_AMT_USD_CASH_4W";"SUM_TRN_AMT_RUB_CASH_4W";"SUM_TRN_AMT_USD_TRVL_4W";"SUM_TRN_AMT_RUB_TRVL_4W";"SUM_TRN_AMT_USD_MED_4W";"SUM_TRN_AMT_RUB_MED_4W";"SUM_TRN_AMT_USD_RTL_4W";"SUM_TRN_AMT_RUB_RTL_4W";"SUM_TRN_AMT_USD_NRTL_3W";"SUM_TRN_AMT_RUB_NRTL_3W";"SUM_TRN_AMT_USD_CASH_3W";"SUM_TRN_AMT_RUB_CASH_3W";"SUM_TRN_AMT_USD_TRVL_3W";"SUM_TRN_AMT_RUB_TRVL_3W";"SUM_TRN_AMT_USD_MED_3W";"SUM_TRN_AMT_RUB_MED_3W";"SUM_TRN_AMT_USD_RTL_3W";"SUM_TRN_AMT_RUB_RTL_3W";"SUM_TRN_AMT_USD_NRTL_2W";"SUM_TRN_AMT_RUB_NRTL_2W";"SUM_TRN_AMT_USD_CASH_2W";"SUM_TRN_AMT_RUB_CASH_2W";"SUM_TRN_AMT_USD_TRVL_2W";"SUM_TRN_AMT_RUB_TRVL_2W";"SUM_TRN_AMT_USD_MED_2W";"SUM_TRN_AMT_RUB_MED_2W";"SUM_TRN_AMT_USD_RTL_2W";"SUM_TRN_AMT_RUB_RTL_2W";"SUM_TRN_AMT_USD_NRTL_1W";"SUM_TRN_AMT_RUB_NRTL_1W";"SUM_TRN_AMT_USD_CASH_1W";"SUM_TRN_AMT_RUB_CASH_1W";"SUM_TRN_AMT_USD_TRVL_1W";"SUM_TRN_AMT_RUB_TRVL_1W";"SUM_TRN_AMT_USD_MED_1W";"SUM_TRN_AMT_RUB_MED_1W";"SUM_TRN_AMT_USD_RTL_1W";"SUM_TRN_AMT_RUB_RTL_1W"
1293;2022-03-23 18:51:06.677 +0300;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;;;10776.00000;;;;;;;8520.00000;
1294;2022-03-23 18:51:06.677 +0300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;2022-03-23 18:51:06.677 +0300;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;;1512.00000;;;;;;;;;
1296;2022-03-23 18:51:06.677 +0300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;2022-03-23 18:51:06.677 +0300;;3944.00000;;;;;;;11648.00000;;;3944.00000;;;;;;;11648.00000;;;3944.00000;;;;;;;11648.00000;;;3944.00000;;;;;;;11648.00000;;;7663.00000;;;;;;;11648.00000;;;7663.00000;;;;;;;11648.00000;;;7663.00000;;;;;;;11648.00000;;;7663.00000;;;;;;;11648.00000;;;15990.00000;;;;;;;11648.00000;;;15990.00000;;;;;;;11648.00000;;;15990.00000;;;;;;;11648.00000;;;15990.00000;;;;;;;11648.00000;
1298;2022-03-23 18:51:06.677 +0300;10092.00000;2521.00000;;;;;;;8075.00000;;10092.00000;2521.00000;;;;;;;8075.00000;;10092.00000;2521.00000;;;;;;;8075.00000;;10092.00000;2521.00000;;;;;;;8075.00000;;10092.00000;9831.00000;;;;;;;8075.00000;;10092.00000;9831.00000;;;;;;;8075.00000;;10092.00000;9831.00000;;;;;;;8075.00000;;10092.00000;9831.00000;;;;;;;8075.00000;;10092.00000;20955.00000;;;;;;;8075.00000;;10092.00000;20955.00000;;;;;;;8075.00000;;10092.00000;20955.00000;;;;;;;8075.00000;;10092.00000;20955.00000;;;;;;;8075.00000;
1299;2022-03-23 18:51:06.677 +0300;1023.00000;1720.00000;1023.00000;12917.00000;3752.00000;;;;;;1023.00000;1720.00000;1023.00000;12917.00000;3752.00000;;;;;;1023.00000;1720.00000;1023.00000;12917.00000;3752.00000;;;;;;1023.00000;1720.00000;1023.00000;12917.00000;3752.00000;;;;;;9361.00000;12917.00000;1023.00000;12917.00000;9361.00000;;;;;;9361.00000;12917.00000;1023.00000;12917.00000;9361.00000;;;;;;9361.00000;12917.00000;1023.00000;12917.00000;9361.00000;;;;;;9361.00000;12917.00000;1023.00000;12917.00000;9361.00000;;;;;;14136.00000;14637.00000;1023.00000;12917.00000;13113.00000;;;;;;14136.00000;14637.00000;1023.00000;12917.00000;13113.00000;;;;;;14136.00000;14637.00000;1023.00000;12917.00000;13113.00000;;;;;;14136.00000;14637.00000;1023.00000;12917.00000;13113.00000;;;;;
1300;2022-03-23 18:51:06.677 +0300;6855.00000;4376.00000;10915.00000;4376.00000;8449.00000;;;;;;6855.00000;4376.00000;10915.00000;4376.00000;8449.00000;;;;;;6855.00000;4376.00000;10915.00000;4376.00000;8449.00000;;;;;;6855.00000;4376.00000;10915.00000;4376.00000;8449.00000;;;;;;13368.00000;12317.00000;10915.00000;12317.00000;8449.00000;;;;;;13368.00000;12317.00000;10915.00000;12317.00000;8449.00000;;;;;;13368.00000;12317.00000;10915.00000;12317.00000;8449.00000;;;;;;13368.00000;12317.00000;10915.00000;12317.00000;8449.00000;;;;;;39587.00000;16693.00000;10915.00000;16693.00000;8449.00000;;;;;;39587.00000;16693.00000;10915.00000;16693.00000;8449.00000;;;;;;39587.00000;16693.00000;10915.00000;16693.00000;8449.00000;;;;;;39587.00000;16693.00000;10915.00000;16693.00000;8449.00000;;;;;
1301;2022-03-23 18:51:06.677 +0300;;3606.00000;;;;3606.00000;;;;;;3606.00000;;;;3606.00000;;;;;;3606.00000;;;;3606.00000;;;;;;3606.00000;;;;3606.00000;;;;;;10974.00000;;;;3606.00000;;;;;;10974.00000;;;;3606.00000;;;;;;10974.00000;;;;3606.00000;;;;;;10974.00000;;;;3606.00000;;;;;;14580.00000;;;;3606.00000;;;;;;14580.00000;;;;3606.00000;;;;;;14580.00000;;;;3606.00000;;;;;;14580.00000;;;;3606.00000;;;;
1302;2022-03-23 18:51:06.677 +0300;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;;;3971.00000;;;;;;;13122.00000;
1303;2022-03-23 18:51:06.677 +0300;10148.00000;9373.00000;;;11999.00000;;;;;11296.00000;10148.00000;9373.00000;;;11999.00000;;;;;11296.00000;10148.00000;9373.00000;;;11999.00000;;;;;11296.00000;10148.00000;9373.00000;;;11999.00000;;;;;11296.00000;11999.00000;14927.00000;;;11999.00000;;;;;11296.00000;11999.00000;14927.00000;;;11999.00000;;;;;11296.00000;11999.00000;14927.00000;;;11999.00000;;;;;11296.00000;11999.00000;14927.00000;;;11999.00000;;;;;11296.00000;22147.00000;24300.00000;;;11999.00000;;;;;11296.00000;22147.00000;24300.00000;;;11999.00000;;;;;11296.00000;22147.00000;24300.00000;;;11999.00000;;;;;11296.00000;22147.00000;24300.00000;;;11999.00000;;;;;11296.00000
1304;2022-03-23 18:51:06.677 +0300;5419.00000;4485.00000;;;5419.00000;4485.00000;;;;;5419.00000;4485.00000;;;5419.00000;4485.00000;;;;;5419.00000;4485.00000;;;5419.00000;4485.00000;;;;;5419.00000;4485.00000;;;5419.00000;4485.00000;;;;;5419.00000;4489.00000;;;5419.00000;4485.00000;;;;;5419.00000;4489.00000;;;5419.00000;4485.00000;;;;;5419.00000;4489.00000;;;5419.00000;4485.00000;;;;;5419.00000;4489.00000;;;5419.00000;4485.00000;;;;;5419.00000;8974.00000;;;5419.00000;4485.00000;;;;;5419.00000;8974.00000;;;5419.00000;4485.00000;;;;;5419.00000;8974.00000;;;5419.00000;4485.00000;;;;;5419.00000;8974.00000;;;5419.00000;4485.00000;;;;
1305;2022-03-23 18:51:06.677 +0300;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;;8954.00000;12684.00000;8954.00000;12684.00000;;;;;;
1306;2022-03-23 18:51:06.677 +0300;5744.00000;1072.00000;;;;;;;7292.00000;;5744.00000;1072.00000;;;;;;;7292.00000;;5744.00000;1072.00000;;;;;;;7292.00000;;5744.00000;1072.00000;;;;;;;7292.00000;;5744.00000;9398.00000;;;;;;;7292.00000;;5744.00000;9398.00000;;;;;;;7292.00000;;5744.00000;9398.00000;;;;;;;7292.00000;;5744.00000;9398.00000;;;;;;;7292.00000;;5744.00000;18364.00000;;;;;;;7292.00000;;5744.00000;18364.00000;;;;;;;7292.00000;;5744.00000;18364.00000;;;;;;;7292.00000;;5744.00000;18364.00000;;;;;;;7292.00000;
1307;2022-03-23 18:51:06.677 +0300;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;;;3224.00000;;3224.00000;;;;;;
1308;2022-03-23 18:51:06.677 +0300;1261.00000;;;;;;;;;;1261.00000;;;;;;;;;;1261.00000;;;;;;;;;;1261.00000;;;;;;;;;;2399.00000;;;;;;;;;;2399.00000;;;;;;;;;;2399.00000;;;;;;;;;;2399.00000;;;;;;;;;;3660.00000;;;;;;;;;;3660.00000;;;;;;;;;;3660.00000;;;;;;;;;;3660.00000;;;;;;;;;
1309;2022-03-23 18:51:06.677 +0300;10153.00000;14710.00000;;;10153.00000;;;;;7152.00000;10153.00000;14710.00000;;;10153.00000;;;;;7152.00000;10153.00000;14710.00000;;;10153.00000;;;;;7152.00000;10153.00000;14710.00000;;;10153.00000;;;;;7152.00000;12987.00000;14710.00000;;;12987.00000;;;;;7152.00000;12987.00000;14710.00000;;;12987.00000;;;;;7152.00000;12987.00000;14710.00000;;;12987.00000;;;;;7152.00000;12987.00000;14710.00000;;;12987.00000;;;;;7152.00000;23140.00000;14710.00000;;;23140.00000;;;;;7152.00000;23140.00000;14710.00000;;;23140.00000;;;;;7152.00000;23140.00000;14710.00000;;;23140.00000;;;;;7152.00000;23140.00000;14710.00000;;;23140.00000;;;;;7152.00000
1310;2022-03-23 18:51:06.677 +0300;6234.00000;6107.00000;;;;6107.00000;;;3304.00000;;6234.00000;6107.00000;;;;6107.00000;;;3304.00000;;6234.00000;6107.00000;;;;6107.00000;;;3304.00000;;6234.00000;6107.00000;;;;6107.00000;;;3304.00000;;14167.00000;9916.00000;;;;9916.00000;;;3304.00000;;14167.00000;9916.00000;;;;9916.00000;;;3304.00000;;14167.00000;9916.00000;;;;9916.00000;;;3304.00000;;14167.00000;9916.00000;;;;9916.00000;;;3304.00000;;20401.00000;16023.00000;;;;16023.00000;;;3304.00000;;20401.00000;16023.00000;;;;16023.00000;;;3304.00000;;20401.00000;16023.00000;;;;16023.00000;;;3304.00000;;20401.00000;16023.00000;;;;16023.00000;;;3304.00000;
1311;2022-03-23 18:51:06.677 +0300;;2929.00000;;10728.00000;;2929.00000;;;;6209.00000;;2929.00000;;10728.00000;;2929.00000;;;;6209.00000;;2929.00000;;10728.00000;;2929.00000;;;;6209.00000;;2929.00000;;10728.00000;;2929.00000;;;;6209.00000;;10728.00000;;10728.00000;;2929.00000;;;;6209.00000;;10728.00000;;10728.00000;;2929.00000;;;;6209.00000;;10728.00000;;10728.00000;;2929.00000;;;;6209.00000;;10728.00000;;10728.00000;;2929.00000;;;;6209.00000;;13657.00000;;10728.00000;;2929.00000;;;;6209.00000;;13657.00000;;10728.00000;;2929.00000;;;;6209.00000;;13657.00000;;10728.00000;;2929.00000;;;;6209.00000;;13657.00000;;10728.00000;;2929.00000;;;;6209.00000
1312;2022-03-23 18:51:06.677 +0300;11218.00000;2488.00000;11218.00000;;;;;;;;11218.00000;2488.00000;11218.00000;;;;;;;;11218.00000;2488.00000;11218.00000;;;;;;;;11218.00000;2488.00000;11218.00000;;;;;;;;11218.00000;12174.00000;11218.00000;;;;;;;;11218.00000;12174.00000;11218.00000;;;;;;;;11218.00000;12174.00000;11218.00000;;;;;;;;11218.00000;12174.00000;11218.00000;;;;;;;;11218.00000;14662.00000;11218.00000;;;;;;;;11218.00000;14662.00000;11218.00000;;;;;;;;11218.00000;14662.00000;11218.00000;;;;;;;;11218.00000;14662.00000;11218.00000;;;;;;;
1313;2022-03-23 18:51:06.677 +0300;1637.00000;;;;;;;;;;1637.00000;;;;;;;;;;1637.00000;;;;;;;;;;1637.00000;;;;;;;;;;13316.00000;;;;;;;;;;13316.00000;;;;;;;;;;13316.00000;;;;;;;;;;13316.00000;;;;;;;;;;16778.00000;;;;;;;;;;16778.00000;;;;;;;;;;16778.00000;;;;;;;;;;16778.00000;;;;;;;;;
1314;2022-03-23 18:51:06.677 +0300;4360.00000;;;;4360.00000;;;;;;4360.00000;;;;4360.00000;;;;;;4360.00000;;;;4360.00000;;;;;;4360.00000;;;;4360.00000;;;;;;14860.00000;;;;14860.00000;;;;;;14860.00000;;;;14860.00000;;;;;;14860.00000;;;;14860.00000;;;;;;14860.00000;;;;14860.00000;;;;;;24990.00000;;;;24990.00000;;;;;;24990.00000;;;;24990.00000;;;;;;24990.00000;;;;24990.00000;;;;;;24990.00000;;;;24990.00000;;;;;
1315;2022-03-23 18:51:06.677 +0300;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;;12835.00000;11096.00000;;;;;;;;
1316;2022-03-23 18:51:06.677 +0300;11944.00000;5615.00000;;6481.00000;;;;;;;11944.00000;5615.00000;;6481.00000;;;;;;;11944.00000;5615.00000;;6481.00000;;;;;;;11944.00000;5615.00000;;6481.00000;;;;;;;11944.00000;8245.00000;;6481.00000;;;;;;;11944.00000;8245.00000;;6481.00000;;;;;;;11944.00000;8245.00000;;6481.00000;;;;;;;11944.00000;8245.00000;;6481.00000;;;;;;;11944.00000;20341.00000;;6481.00000;;;;;;;11944.00000;20341.00000;;6481.00000;;;;;;;11944.00000;20341.00000;;6481.00000;;;;;;;11944.00000;20341.00000;;6481.00000;;;;;;
1317;2022-03-23 18:51:06.677 +0300;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;;11793.00000;;;;;;;;;
1318;2022-03-23 18:51:06.677 +0300;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000;;;;;;;;;;12617.00000
1319;2022-03-23 18:51:06.677 +0300;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;;11870.00000;6208.00000;;;;;;;1882.00000;
1320;2022-03-23 18:51:06.677 +0300;2275.00000;2304.00000;;;7845.00000;2304.00000;;;;;2275.00000;2304.00000;;;7845.00000;2304.00000;;;;;2275.00000;2304.00000;;;7845.00000;2304.00000;;;;;2275.00000;2304.00000;;;7845.00000;2304.00000;;;;;7845.00000;2304.00000;;;7845.00000;2304.00000;;;;;7845.00000;2304.00000;;;7845.00000;2304.00000;;;;;7845.00000;2304.00000;;;7845.00000;2304.00000;;;;;7845.00000;2304.00000;;;7845.00000;2304.00000;;;;;10120.00000;2304.00000;;;7845.00000;2304.00000;;;;;10120.00000;2304.00000;;;7845.00000;2304.00000;;;;;10120.00000;2304.00000;;;7845.00000;2304.00000;;;;;10120.00000;2304.00000;;;7845.00000;2304.00000;;;;
1321;2022-03-23 18:51:06.677 +0300;10430.00000;13076.00000;;;;;;;6938.00000;;10430.00000;13076.00000;;;;;;;6938.00000;;10430.00000;13076.00000;;;;;;;6938.00000;;10430.00000;13076.00000;;;;;;;6938.00000;;11349.00000;13076.00000;;;;;;;6938.00000;;11349.00000;13076.00000;;;;;;;6938.00000;;11349.00000;13076.00000;;;;;;;6938.00000;;11349.00000;13076.00000;;;;;;;6938.00000;;21779.00000;13076.00000;;;;;;;6938.00000;;21779.00000;13076.00000;;;;;;;6938.00000;;21779.00000;13076.00000;;;;;;;6938.00000;;21779.00000;13076.00000;;;;;;;6938.00000;
1322;2022-03-23 18:51:06.677 +0300;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;;6461.00000;;;;;;;;;
1323;2022-03-23 18:51:06.677 +0300;3327.00000;;;;;;;;;;3327.00000;;;;;;;;;;3327.00000;;;;;;;;;;3327.00000;;;;;;;;;;9674.00000;;;;;;;;;;9674.00000;;;;;;;;;;9674.00000;;;;;;;;;;9674.00000;;;;;;;;;;13001.00000;;;;;;;;;;13001.00000;;;;;;;;;;13001.00000;;;;;;;;;;13001.00000;;;;;;;;;
1324;2022-03-23 18:51:06.677 +0300;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;;1534.00000;9092.00000;;;;;;;;
1325;2022-03-23 18:51:06.677 +0300;1485.00000;2633.00000;6380.00000;;1485.00000;2633.00000;;;;12680.00000;1485.00000;2633.00000;6380.00000;;1485.00000;2633.00000;;;;12680.00000;1485.00000;2633.00000;6380.00000;;1485.00000;2633.00000;;;;12680.00000;1485.00000;2633.00000;6380.00000;;1485.00000;2633.00000;;;;12680.00000;12298.00000;5237.00000;6380.00000;;1485.00000;5237.00000;;;;12680.00000;12298.00000;5237.00000;6380.00000;;1485.00000;5237.00000;;;;12680.00000;12298.00000;5237.00000;6380.00000;;1485.00000;5237.00000;;;;12680.00000;12298.00000;5237.00000;6380.00000;;1485.00000;5237.00000;;;;12680.00000;20163.00000;10862.00000;6380.00000;;1485.00000;7870.00000;;;;12680.00000;20163.00000;10862.00000;6380.00000;;1485.00000;7870.00000;;;;12680.00000;20163.00000;10862.00000;6380.00000;;1485.00000;7870.00000;;;;12680.00000;20163.00000;10862.00000;6380.00000;;1485.00000;7870.00000;;;;12680.00000
1326;2022-03-23 18:51:06.677 +0300;577.00000;3118.00000;;;;;;;;12732.00000;577.00000;3118.00000;;;;;;;;12732.00000;577.00000;3118.00000;;;;;;;;12732.00000;577.00000;3118.00000;;;;;;;;12732.00000;3743.00000;6226.00000;;;;;;;;12732.00000;3743.00000;6226.00000;;;;;;;;12732.00000;3743.00000;6226.00000;;;;;;;;12732.00000;3743.00000;6226.00000;;;;;;;;12732.00000;4320.00000;13602.00000;;;;;;;;12732.00000;4320.00000;13602.00000;;;;;;;;12732.00000;4320.00000;13602.00000;;;;;;;;12732.00000;4320.00000;13602.00000;;;;;;;;12732.00000
1327;2022-03-23 18:51:06.677 +0300;3533.00000;1623.00000;;;;;;;;;3533.00000;1623.00000;;;;;;;;;3533.00000;1623.00000;;;;;;;;;3533.00000;1623.00000;;;;;;;;;3533.00000;12109.00000;;;;;;;;;3533.00000;12109.00000;;;;;;;;;3533.00000;12109.00000;;;;;;;;;3533.00000;12109.00000;;;;;;;;;3533.00000;25747.00000;;;;;;;;;3533.00000;25747.00000;;;;;;;;;3533.00000;25747.00000;;;;;;;;;3533.00000;25747.00000;;;;;;;;
1328;2022-03-23 18:51:06.677 +0300;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000;;10981.00000;;;;;;;9222.00000;334.00000
1329;2022-03-23 18:51:06.677 +0300;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;;8255.00000;5272.00000;;;;;;;;
